subscription_id,idempotency_key,owner_student_id,plan_type,plan_name,classes_per_month,classes_remaining,amount_ils,billing_frequency,status,created_at,updated_at
2238,user_subscription_details::2238,2697,solo,Monthly_55,48,3,0.00,monthly,pending,2024-07-14 14:27:36+05:30,2024-08-14 11:52:05+05:30
2239,user_subscription_details::2239,2698,solo,Monthly_55,32,0,0.00,monthly,pending,2024-07-14 16:08:55+05:30,2024-08-14 00:00:04+05:30
2240,user_subscription_details::2240,2692,solo,Monthly,32,0,0.00,monthly,pending,2024-07-14 16:34:12+05:30,2024-08-14 00:00:04+05:30
2241,user_subscription_details::2241,2696,solo,Monthly,32,0,0.00,monthly,pending,2024-07-14 16:43:21+05:30,2024-08-14 00:00:04+05:30
2242,user_subscription_details::2242,2699,solo,Quarterly,16,0,0.00,monthly,pending,2024-07-14 18:22:36+05:30,2024-07-14 18:45:00+05:30
2243,user_subscription_details::2243,2699,solo,Monthly,16,1,0.00,monthly,pending,2024-07-14 18:45:00+05:30,2024-08-14 00:00:04+05:30
2244,user_subscription_details::2244,2288,solo,Monthly,32,0,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2245,user_subscription_details::2245,2346,solo,Monthly,32,4,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2246,user_subscription_details::2246,1499,solo,Monthly,32,0,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2247,user_subscription_details::2247,1620,solo,Monthly,32,5,0.00,monthly,cancelled,2024-07-15 00:00:03+05:30,2025-07-24 11:44:11+05:30
2248,user_subscription_details::2248,2234,solo,Monthly,32,8,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-07-15 12:59:20+05:30
2249,user_subscription_details::2249,1960,solo,Monthly,48,2,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2250,user_subscription_details::2250,1963,solo,Monthly,16,3,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2251,user_subscription_details::2251,2167,solo,Monthly,16,1,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2252,user_subscription_details::2252,2168,solo,Monthly,16,1,0.00,monthly,cancelled,2024-07-15 00:00:03+05:30,2024-08-15 05:05:25+05:30
2253,user_subscription_details::2253,2169,solo,Monthly,16,0,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:03+05:30
2254,user_subscription_details::2254,1459,solo,Monthly,32,0,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:04+05:30
2255,user_subscription_details::2255,2212,solo,Monthly,32,6,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:04+05:30
2256,user_subscription_details::2256,2192,solo,Monthly,32,0,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-14 00:00:04+05:30
2257,user_subscription_details::2257,1565,solo,Monthly,32,8,0.00,monthly,pending,2024-07-15 00:00:03+05:30,2024-08-15 00:00:04+05:30
2258,user_subscription_details::2258,1514,solo,Monthly,80,9,0.00,monthly,pending,2024-07-15 00:00:04+05:30,2024-08-15 00:00:04+05:30
2259,user_subscription_details::2259,1708,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-15 00:00:04+05:30,2024-08-15 00:00:04+05:30
2260,user_subscription_details::2260,1710,solo,Monthly_55,32,1,0.00,monthly,pending,2024-07-15 00:00:04+05:30,2024-08-15 00:00:04+05:30
2261,user_subscription_details::2261,2691,solo,Monthly,32,0,0.00,monthly,pending,2024-07-15 07:05:44+05:30,2024-08-15 00:00:04+05:30
2262,user_subscription_details::2262,2163,solo,Monthly,32,8,0.00,monthly,pending,2024-07-15 07:41:02+05:30,2024-08-15 00:00:04+05:30
2263,user_subscription_details::2263,2702,solo,Monthly_40,16,1,0.00,monthly,pending,2024-07-15 07:54:09+05:30,2024-08-15 00:00:04+05:30
2264,user_subscription_details::2264,2164,solo,Monthly,32,1,0.00,monthly,pending,2024-07-15 10:04:56+05:30,2024-08-15 00:00:04+05:30
2265,user_subscription_details::2265,2708,solo,Monthly,16,0,0.00,monthly,pending,2024-07-15 12:23:13+05:30,2024-08-15 00:00:04+05:30
2266,user_subscription_details::2266,2710,solo,Monthly,32,1,0.00,monthly,pending,2024-07-15 12:30:36+05:30,2024-08-15 00:00:04+05:30
2267,user_subscription_details::2267,2709,solo,Monthly,32,1,0.00,monthly,pending,2024-07-15 12:30:51+05:30,2024-08-15 00:00:04+05:30
2268,user_subscription_details::2268,2234,solo,Monthly,32,3,0.00,monthly,pending,2024-07-15 12:59:20+05:30,2024-08-15 00:00:04+05:30
2269,user_subscription_details::2269,2549,solo,Monthly,16,2,0.00,monthly,cancelled,2024-07-15 13:33:25+05:30,2024-08-16 15:59:07+05:30
2270,user_subscription_details::2270,2451,solo,Monthly_55,48,4,0.00,monthly,pending,2024-07-15 14:22:24+05:30,2024-08-20 00:00:03+05:30
2271,user_subscription_details::2271,2713,solo,Monthly,16,0,0.00,monthly,pending,2024-07-15 14:37:20+05:30,2024-08-23 00:00:02+05:30
2272,user_subscription_details::2272,2712,solo,Monthly,16,0,0.00,monthly,pending,2024-07-15 14:37:41+05:30,2024-08-23 00:00:02+05:30
2273,user_subscription_details::2273,1702,solo,Monthly,16,8,0.00,monthly,pending,2024-07-15 16:42:47+05:30,2024-08-15 00:00:04+05:30
2274,user_subscription_details::2274,2251,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 00:00:02+05:30,2024-08-16 00:00:02+05:30
2275,user_subscription_details::2275,2252,solo,Monthly_40,16,0,0.00,monthly,cancelled,2024-07-16 00:00:02+05:30,2025-05-08 10:16:20+05:30
2276,user_subscription_details::2276,2255,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:02+05:30
2277,user_subscription_details::2277,2267,solo,Monthly_40,16,1,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:02+05:30
2278,user_subscription_details::2278,2394,solo,Monthly,32,8,0.00,monthly,cancelled,2024-07-16 00:00:03+05:30,2025-07-24 11:44:12+05:30
2279,user_subscription_details::2279,1712,solo,Monthly,16,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2280,user_subscription_details::2280,1713,solo,Monthly,16,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2281,user_subscription_details::2281,1501,solo,Monthly_55,32,8,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2282,user_subscription_details::2282,1502,solo,Monthly,16,1,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2283,user_subscription_details::2283,1507,solo,Monthly_55,32,8,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2284,user_subscription_details::2284,2170,solo,Monthly,32,5,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2285,user_subscription_details::2285,2144,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2286,user_subscription_details::2286,2257,solo,Monthly,16,3,0.00,monthly,cancelled,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2287,user_subscription_details::2287,2418,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2288,user_subscription_details::2288,2419,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2289,user_subscription_details::2289,2423,solo,Monthly,48,0,0.00,monthly,pending,2024-07-16 00:00:03+05:30,2024-08-16 00:00:03+05:30
2290,user_subscription_details::2290,2705,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 08:40:35+05:30,2024-08-16 00:00:03+05:30
2291,user_subscription_details::2291,2706,solo,Monthly,32,1,0.00,monthly,pending,2024-07-16 08:40:46+05:30,2024-08-16 00:00:03+05:30
2292,user_subscription_details::2292,2715,solo,Monthly,48,4,0.00,monthly,pending,2024-07-16 10:25:40+05:30,2024-08-16 00:00:04+05:30
2293,user_subscription_details::2293,2716,solo,Monthly_40,32,0,0.00,monthly,pending,2024-07-16 12:44:36+05:30,2024-08-16 00:00:04+05:30
2294,user_subscription_details::2294,2717,solo,Monthly,32,6,0.00,monthly,pending,2024-07-16 12:53:55+05:30,2024-08-16 00:00:04+05:30
2295,user_subscription_details::2295,2718,solo,Monthly,16,0,0.00,monthly,pending,2024-07-16 12:59:01+05:30,2024-08-16 00:00:04+05:30
2296,user_subscription_details::2296,2701,solo,Monthly,32,0,0.00,monthly,pending,2024-07-16 13:15:31+05:30,2024-08-16 00:00:04+05:30
2297,user_subscription_details::2297,2724,solo,Monthly_40,16,0,0.00,monthly,pending,2024-07-16 18:28:18+05:30,2024-08-16 00:00:04+05:30
2298,user_subscription_details::2298,2258,solo,Monthly_55,32,1,0.00,monthly,pending,2024-07-17 00:00:03+05:30,2024-08-17 00:00:03+05:30
2299,user_subscription_details::2299,2416,solo,Monthly_40,16,0,0.00,monthly,pending,2024-07-17 00:00:03+05:30,2024-08-25 00:00:03+05:30
2300,user_subscription_details::2300,2420,solo,Monthly_40,32,6,0.00,monthly,cancelled,2024-07-17 00:00:03+05:30,2025-07-24 11:44:13+05:30
2301,user_subscription_details::2301,1242,solo,Monthly_55,16,4,0.00,monthly,pending,2024-07-17 00:00:03+05:30,2024-08-17 00:00:03+05:30
2302,user_subscription_details::2302,1138,solo,Monthly,16,2,0.00,monthly,pending,2024-07-17 00:00:03+05:30,2024-08-17 00:00:03+05:30
2303,user_subscription_details::2303,1719,solo,Monthly,48,2,0.00,monthly,pending,2024-07-17 00:00:04+05:30,2024-08-17 00:00:03+05:30
2304,user_subscription_details::2304,1966,solo,Monthly_40,16,0,0.00,monthly,pending,2024-07-17 00:00:04+05:30,2024-08-17 00:00:03+05:30
2305,user_subscription_details::2305,2426,solo,Monthly,48,3,0.00,monthly,pending,2024-07-17 00:00:04+05:30,2024-08-17 00:00:03+05:30
2306,user_subscription_details::2306,2424,solo,Monthly,48,0,0.00,monthly,pending,2024-07-17 00:00:04+05:30,2024-08-17 00:00:04+05:30
2307,user_subscription_details::2307,2430,solo,Monthly,48,12,0.00,monthly,pending,2024-07-17 00:00:04+05:30,2024-08-17 00:00:04+05:30
2308,user_subscription_details::2308,2721,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-17 08:17:50+05:30,2024-08-17 00:00:04+05:30
2309,user_subscription_details::2309,2731,solo,Monthly_55,16,0,0.00,monthly,cancelled,2024-07-17 12:08:20+05:30,2025-07-24 11:44:13+05:30
2310,user_subscription_details::2310,2730,solo,Monthly_55,16,0,0.00,monthly,cancelled,2024-07-17 12:08:43+05:30,2024-08-14 19:42:06+05:30
2311,user_subscription_details::2311,2636,solo,Monthly,16,0,0.00,monthly,pending,2024-07-17 17:48:47+05:30,2024-10-03 12:14:14+05:30
2312,user_subscription_details::2312,2636,solo,Monthly,16,2,0.00,monthly,pending,2024-07-17 17:48:48+05:30,2024-10-03 12:14:14+05:30
2313,user_subscription_details::2313,2417,solo,Monthly_40,16,0,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-27 00:00:03+05:30
2314,user_subscription_details::2314,1505,solo,Monthly,32,8,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:02+05:30
2315,user_subscription_details::2315,1281,solo,Monthly,16,0,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:02+05:30
2316,user_subscription_details::2316,1339,solo,Monthly,32,8,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:02+05:30
2317,user_subscription_details::2317,1725,solo,Monthly,32,8,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:02+05:30
2318,user_subscription_details::2318,1970,solo,Monthly,32,0,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:02+05:30
2319,user_subscription_details::2319,1971,solo,Monthly,16,1,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2320,user_subscription_details::2320,1972,solo,Monthly,16,1,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2321,user_subscription_details::2321,1973,solo,Monthly_40,16,3,0.00,monthly,cancelled,2024-07-18 00:00:03+05:30,2025-07-24 11:43:41+05:30
2322,user_subscription_details::2322,2436,solo,Monthly,16,3,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2323,user_subscription_details::2323,2437,solo,Monthly,16,0,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2324,user_subscription_details::2324,2439,solo,Monthly_40,32,3,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2325,user_subscription_details::2325,2441,solo,Monthly,48,1,0.00,monthly,pending,2024-07-18 00:00:03+05:30,2024-08-18 00:00:03+05:30
2326,user_subscription_details::2326,2589,solo,Monthly,32,3,0.00,monthly,pending,2024-07-18 08:43:47+05:30,2024-08-18 00:00:03+05:30
2327,user_subscription_details::2327,2726,solo,Monthly,16,0,0.00,monthly,cancelled,2024-07-18 13:27:16+05:30,2025-07-24 11:44:20+05:30
2328,user_subscription_details::2328,2727,solo,Monthly,16,0,0.00,monthly,cancelled,2024-07-18 13:27:59+05:30,2025-07-24 11:44:20+05:30
2329,user_subscription_details::2329,2729,solo,Monthly,32,1,0.00,monthly,pending,2024-07-18 13:32:20+05:30,2024-08-18 00:00:03+05:30
2330,user_subscription_details::2330,2733,solo,Monthly,48,1,0.00,monthly,pending,2024-07-18 13:40:10+05:30,2024-08-18 00:00:03+05:30
2331,user_subscription_details::2331,2728,solo,Monthly,16,0,0.00,monthly,pending,2024-07-18 13:53:58+05:30,2024-08-18 00:00:03+05:30
2332,user_subscription_details::2332,2738,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-18 16:59:08+05:30,2024-08-18 00:00:03+05:30
2333,user_subscription_details::2333,2739,solo,Monthly,32,0,0.00,monthly,pending,2024-07-18 16:59:30+05:30,2024-08-18 00:00:03+05:30
2334,user_subscription_details::2334,2736,solo,Monthly,16,1,0.00,monthly,pending,2024-07-18 17:15:46+05:30,2024-08-18 00:00:03+05:30
2335,user_subscription_details::2335,1630,solo,Monthly,16,1,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:02+05:30
2336,user_subscription_details::2336,1523,solo,Monthly,32,0,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:03+05:30
2337,user_subscription_details::2337,2442,solo,Monthly,48,0,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:03+05:30
2338,user_subscription_details::2338,2216,solo,Monthly,48,12,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:03+05:30
2339,user_subscription_details::2339,1449,solo,Monthly,32,8,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:03+05:30
2340,user_subscription_details::2340,1520,solo,Monthly,32,6,0.00,monthly,pending,2024-07-19 00:00:03+05:30,2024-08-19 00:00:03+05:30
2341,user_subscription_details::2341,1521,solo,Monthly,32,6,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2342,user_subscription_details::2342,1628,solo,Monthly,32,8,0.00,monthly,cancelled,2024-07-19 00:00:04+05:30,2025-07-24 11:43:41+05:30
2343,user_subscription_details::2343,1631,solo,Monthly,32,0,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2344,user_subscription_details::2344,1632,solo,Monthly,32,1,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2345,user_subscription_details::2345,1633,solo,Monthly,16,1,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2346,user_subscription_details::2346,1827,solo,Monthly,80,4,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2347,user_subscription_details::2347,1865,solo,Monthly,16,2,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2348,user_subscription_details::2348,1204,solo,Monthly,16,0,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-30 00:00:11+05:30
2349,user_subscription_details::2349,2266,solo,Monthly_40,16,4,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2350,user_subscription_details::2350,2443,solo,Monthly,32,8,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2351,user_subscription_details::2351,2445,solo,Monthly,80,1,0.00,monthly,cancelled,2024-07-19 00:00:04+05:30,2024-07-21 15:23:56+05:30
2352,user_subscription_details::2352,2446,solo,Monthly,80,0,0.00,monthly,cancelled,2024-07-19 00:00:04+05:30,2024-07-21 15:41:02+05:30
2353,user_subscription_details::2353,2448,solo,Monthly,32,0,0.00,monthly,pending,2024-07-19 00:00:04+05:30,2024-08-19 00:00:03+05:30
2354,user_subscription_details::2354,1532,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-20 00:00:04+05:30,2024-08-20 00:00:03+05:30
2355,user_subscription_details::2355,1584,solo,Monthly,48,6,0.00,monthly,pending,2024-07-20 00:00:04+05:30,2024-08-20 00:00:03+05:30
2357,user_subscription_details::2357,1528,solo,Monthly,32,8,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2358,user_subscription_details::2358,1823,solo,Monthly,32,1,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2359,user_subscription_details::2359,1627,solo,Monthly_40,32,2,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2360,user_subscription_details::2360,2270,solo,Monthly,32,1,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2361,user_subscription_details::2361,2272,solo,Monthly,16,0,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2362,user_subscription_details::2362,2454,solo,Monthly,16,0,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2363,user_subscription_details::2363,2455,solo,Monthly,32,1,0.00,monthly,pending,2024-07-20 00:00:05+05:30,2024-08-20 00:00:03+05:30
2364,user_subscription_details::2364,2456,solo,Monthly,32,2,0.00,monthly,cancelled,2024-07-20 00:00:05+05:30,2025-07-24 11:43:53+05:30
2365,user_subscription_details::2365,2457,solo,Monthly,32,2,0.00,monthly,cancelled,2024-07-20 00:00:05+05:30,2024-08-20 00:00:04+05:30
2366,user_subscription_details::2366,1136,solo,Monthly_40,32,1,0.00,monthly,pending,2024-07-20 00:00:06+05:30,2024-07-23 00:00:04+05:30
2367,user_subscription_details::2367,1347,solo,Monthly_55,16,4,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2026-01-12 09:45:21+05:30
2368,user_subscription_details::2368,1391,solo,Monthly,32,8,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2369,user_subscription_details::2369,1978,solo,Monthly,32,3,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2370,user_subscription_details::2370,2173,solo,Monthly,16,0,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2371,user_subscription_details::2371,2172,solo,Monthly,16,0,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2372,user_subscription_details::2372,2277,solo,Monthly,16,0,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2373,user_subscription_details::2373,2280,solo,Monthly,16,1,0.00,monthly,pending,2024-07-21 00:00:04+05:30,2024-08-21 00:00:03+05:30
2374,user_subscription_details::2374,1819,solo,Monthly_55,16,6,0.00,monthly,pending,2024-07-21 07:13:58+05:30,2024-08-21 00:00:03+05:30
2375,user_subscription_details::2375,2740,solo,Monthly,32,0,0.00,monthly,pending,2024-07-21 13:10:51+05:30,2024-08-21 00:00:03+05:30
2376,user_subscription_details::2376,2744,solo,Monthly,16,0,0.00,monthly,pending,2024-07-21 13:25:01+05:30,2024-08-21 00:00:03+05:30
2377,user_subscription_details::2377,2743,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-21 13:28:40+05:30,2024-08-21 00:00:04+05:30
2379,user_subscription_details::2379,2742,solo,Monthly_55,16,0,0.00,monthly,pending,2024-07-21 13:35:49+05:30,2024-08-21 00:00:04+05:30
2380,user_subscription_details::2380,2445,solo,Monthly,80,8,0.00,monthly,cancelled,2024-07-21 15:23:56+05:30,2024-08-26 16:07:47+05:30
2381,user_subscription_details::2381,2446,solo,Monthly,80,9,0.00,monthly,cancelled,2024-07-21 15:41:02+05:30,2025-07-24 11:44:19+05:30
2382,user_subscription_details::2382,1675,solo,Monthly,32,1,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2383,user_subscription_details::2383,1398,solo,Monthly,48,2,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2384,user_subscription_details::2384,1399,solo,Monthly,32,8,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2385,user_subscription_details::2385,1848,solo,Monthly,32,8,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2386,user_subscription_details::2386,2133,solo,Monthly,32,0,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2387,user_subscription_details::2387,2134,solo,Monthly,32,0,0.00,monthly,pending,2024-07-22 00:00:03+05:30,2024-08-22 00:00:03+05:30
2388,user_subscription_details::2388,2287,solo,Monthly_55,16,0,0.00,monthly,cancelled,2024-07-22 00:00:04+05:30,2025-07-24 11:44:22+05:30
2389,user_subscription_details::2389,2745,solo,Monthly_40,32,0,0.00,monthly,cancelled,2024-07-22 10:46:50+05:30,2025-07-24 11:44:19+05:30
2390,user_subscription_details::2390,1856,solo,Monthly_40,16,1,0.00,monthly,pending,2024-07-23 00:00:04+05:30,2024-08-23 00:00:02+05:30
2391,user_subscription_details::2391,2393,solo,Monthly,32,0,0.00,monthly,cancelled,2024-07-23 00:00:04+05:30,2025-07-24 11:43:48+05:30
2392,user_subscription_details::2392,1538,solo,Monthly,16,0,0.00,monthly,pending,2024-07-23 00:00:04+05:30,2024-08-23 00:00:02+05:30
2393,user_subscription_details::2393,1541,solo,Monthly,32,8,0.00,monthly,pending,2024-07-23 00:00:04+05:30,2024-08-23 00:00:02+05:30
2394,user_subscription_details::2394,2285,solo,Monthly_40,32,3,0.00,monthly,pending,2024-07-23 00:00:04+05:30,2024-08-23 00:00:02+05:30
2395,user_subscription_details::2395,1136,solo,Monthly_40,32,0,0.00,monthly,pending,2024-07-23 00:00:04+05:30,2024-08-23 00:00:02+05:30
2396,user_subscription_details::2396,2750,solo,Monthly,32,0,0.00,monthly,cancelled,2024-07-23 12:25:02+05:30,2025-07-24 11:44:25+05:30
2397,user_subscription_details::2397,2752,solo,Monthly,16,4,0.00,monthly,cancelled,2024-07-23 12:39:58+05:30,2024-08-23 00:00:02+05:30
2398,user_subscription_details::2398,2753,solo,Monthly,16,3,0.00,monthly,cancelled,2024-07-23 12:42:58+05:30,2024-08-01 08:42:02+05:30
2399,user_subscription_details::2399,2293,solo,Monthly,32,4,0.00,monthly,pending,2024-07-24 00:00:03+05:30,2024-08-24 00:00:02+05:30
2400,user_subscription_details::2400,1734,solo,Monthly_40,32,2,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:02+05:30
2401,user_subscription_details::2401,2473,solo,Monthly,32,5,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:02+05:30
2402,user_subscription_details::2402,2472,solo,Monthly,32,6,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:03+05:30
2403,user_subscription_details::2403,2476,solo,Monthly,32,4,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:03+05:30
2404,user_subscription_details::2404,2477,solo,Monthly,32,1,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:03+05:30
2405,user_subscription_details::2405,2452,solo,Monthly,32,0,0.00,monthly,pending,2024-07-24 00:00:04+05:30,2024-08-24 00:00:03+05:30
2406,user_subscription_details::2406,2481,solo,Monthly,32,8,0.00,monthly,cancelled,2024-07-24 00:00:04+05:30,2025-07-24 11:44:01+05:30
2407,user_subscription_details::2407,2480,solo,Monthly,32,8,0.00,monthly,cancelled,2024-07-24 00:00:04+05:30,2025-07-24 11:44:01+05:30
2408,user_subscription_details::2408,2755,solo,Monthly,16,0,0.00,monthly,pending,2024-07-24 08:16:55+05:30,2024-08-24 00:00:03+05:30
2409,user_subscription_details::2409,2759,solo,Monthly,32,0,0.00,monthly,pending,2024-07-24 15:09:24+05:30,2024-08-24 00:00:03+05:30
2410,user_subscription_details::2410,1404,solo,Monthly,32,0,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2411,user_subscription_details::2411,1408,solo,Monthly,32,0,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2412,user_subscription_details::2412,1636,solo,Monthly,48,12,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2413,user_subscription_details::2413,1637,solo,Monthly,48,12,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2414,user_subscription_details::2414,1638,solo,Monthly,48,12,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2415,user_subscription_details::2415,1743,solo,Monthly,32,2,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2416,user_subscription_details::2416,1859,solo,Monthly,16,4,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2417,user_subscription_details::2417,2177,solo,Monthly_55,16,4,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2418,user_subscription_details::2418,1993,solo,Monthly,16,0,0.00,monthly,pending,2024-07-25 00:00:03+05:30,2024-08-25 00:00:03+05:30
2419,user_subscription_details::2419,1982,solo,Monthly_40,16,4,0.00,monthly,cancelled,2024-07-25 00:00:03+05:30,2025-07-24 11:44:11+05:30
2420,user_subscription_details::2420,2306,solo,Monthly,32,2,0.00,monthly,pending,2024-07-25 00:00:04+05:30,2024-08-25 00:00:03+05:30
2421,user_subscription_details::2421,2247,solo,Monthly,16,0,0.00,monthly,pending,2024-07-25 00:00:04+05:30,2024-08-25 00:00:03+05:30
2422,user_subscription_details::2422,1767,solo,Monthly,16,0,0.00,monthly,pending,2024-07-25 00:00:04+05:30,2024-08-25 00:00:04+05:30
2423,user_subscription_details::2423,2483,solo,Monthly,16,1,0.00,monthly,pending,2024-07-25 00:00:04+05:30,2024-08-25 00:00:04+05:30
2425,user_subscription_details::2425,2749,solo,Monthly,32,0,0.00,monthly,pending,2024-07-25 07:32:51+05:30,2024-08-25 00:00:04+05:30
2426,user_subscription_details::2426,1107,solo,Yearly,80,942,0.00,monthly,cancelled,2024-07-25 10:42:49+05:30,2025-07-31 05:30:36+05:30
